# ----------------------------------------
# Toate datele site-ului
# Pages
# 20140311-20140410
# ----------------------------------------

Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/doku.php?id=category:lasik,4,2,00:00:07,0,0.00%,0.00%,$0.00
/doku.php?id=category:martial_arts_philosophy&do=revisions,4,2,00:02:06,0,0.00%,0.00%,$0.00
/doku.php?id=category:middle_east,4,4,00:00:08,0,0.00%,25.00%,$0.00
/doku.php?id=category:physics,4,4,00:00:10,0,0.00%,50.00%,$0.00
/doku.php?id=category:politics&do=revisions,4,4,00:00:09,1,0.00%,25.00%,$0.00
/doku.php?id=category:restaurant_reviews,4,4,00:00:02,0,0.00%,75.00%,$0.00
/doku.php?id=category:rights&do=revisions,4,4,00:00:06,0,0.00%,0.00%,$0.00
/doku.php?id=category:satire,4,1,00:00:08,0,0.00%,25.00%,$0.00
/doku.php?id=category:space,4,1,00:00:20,0,0.00%,0.00%,$0.00
/doku.php?id=category:taoism,4,2,00:01:06,0,0.00%,25.00%,$0.00
/doku.php?id=category:turkey,4,3,00:00:11,0,0.00%,0.00%,$0.00
/doku.php?id=category:turn_based_strategy,4,3,00:00:32,0,0.00%,0.00%,$0.00
/doku.php?id=category:united_states,4,2,00:00:11,0,0.00%,0.00%,$0.00
/doku.php?id=category:video_games,4,1,00:00:22,0,0.00%,0.00%,$0.00
/doku.php?id=category:wedding_rings,4,1,00:00:05,0,0.00%,0.00%,$0.00
/doku.php?id=ceiling_fan_project_interrupted&do=edit&rev=1395871865,4,1,00:03:38,0,0.00%,0.00%,$0.00
/doku.php?id=ceiling_fan_project_interrupted&do=edit&rev=1396521078,4,1,00:00:58,0,0.00%,0.00%,$0.00
/doku.php?id=ceiling_fan_project_interrupted&rev=1395761602,4,3,00:00:20,1,0.00%,25.00%,$0.00
/doku.php?id=ceo_profile_elon_musk&do=edit&rev=0,4,2,00:01:37,0,0.00%,25.00%,$0.00
/doku.php?id=chairless_chairs_for_camping&do=edit&rev=0,4,1,00:01:28,0,0.00%,0.00%,$0.00
/doku.php?id=chapter_3_it_is_true,4,4,00:00:10,0,0.00%,25.00%,$0.00
/doku.php?id=chapter_one_-_a_flame_flickers,4,4,00:05:33,1,0.00%,25.00%,$0.00
/doku.php?id=chapter_two_-_the_sweepers,4,4,00:00:11,0,0.00%,75.00%,$0.00
/doku.php?id=chapter15_tkamb,4,4,00:00:00,4,100.00%,100.00%,$0.00
/doku.php?id=chemical_engineer,4,4,00:00:03,3,100.00%,75.00%,$0.00
/doku.php?id=children_s_nutrition_attitude,4,2,00:00:03,0,0.00%,50.00%,$0.00
/doku.php?id=choosy_workfare_a_model_for_basic_income_and_labour_policy&do=edit&rev=1396638469,4,2,00:00:12,0,0.00%,0.00%,$0.00
/doku.php?id=climate_change_a_brief_discussion,4,4,00:00:03,0,0.00%,0.00%,$0.00
/doku.php?id=coinbase_trouble_devcoin_price_slump_and_voluntary_compliance,4,4,00:03:25,1,100.00%,50.00%,$0.00
/doku.php?id=comfort_food_sermon,4,4,00:00:18,0,0.00%,50.00%,$0.00
/doku.php?id=commentary_on_dances_with_wolves,4,4,00:00:00,4,100.00%,100.00%,$0.00
/doku.php?id=common_cold,4,3,00:21:12,3,66.67%,75.00%,$0.00
/doku.php?id=comparison_of_the_presentation_of_women_in_salome_1996_and_the_laboratory_1842,4,4,00:00:00,4,100.00%,100.00%,$0.00
/doku.php?id=conditional_forgiveness&rev=1386895087&do=diff,4,4,00:00:17,0,0.00%,75.00%,$0.00
/doku.php?id=coping_as_a_stay_at_home_dad,4,3,00:00:19,1,0.00%,25.00%,$0.00
/doku.php?id=corki_ad_carry_guide,4,3,00:00:07,3,66.67%,75.00%,$0.00
/doku.php?id=correct_backtesting_of_a_profitable_trading_system,4,4,00:00:18,0,0.00%,25.00%,$0.00
/doku.php?id=could_bit_coin_be_just_another_bubble,4,4,00:00:44,0,0.00%,0.00%,$0.00
/doku.php?id=could_i_become_a_day_trader,4,4,00:06:37,3,100.00%,75.00%,$0.00
/doku.php?id=courtly_love_and_fabliaux,4,3,00:06:31,3,66.67%,75.00%,$0.00
/doku.php?id=dark_days&do=backlink,4,1,00:00:08,0,0.00%,0.00%,$0.00
/doku.php?id=deadly_deception,4,3,00:00:11,0,0.00%,0.00%,$0.00
/doku.php?id=decrininalizing_drugs_does_way_too_many_good_things_to_fit_into_an_article_title&do=edit&rev=0,4,2,00:02:38,1,0.00%,50.00%,$0.00
/doku.php?id=democracy_3,4,4,00:04:10,3,100.00%,75.00%,$0.00
/doku.php?id=devtome_glossary,4,4,00:00:02,0,0.00%,50.00%,$0.00
/doku.php?id=devtome_improvement_suggestions&do=edit&rev=1394992926,4,1,00:00:21,0,0.00%,0.00%,$0.00
/doku.php?id=devtome_rater&s[]=melodiemuse,4,4,00:00:14,0,0.00%,0.00%,$0.00
/doku.php?id=devtome_writers&do=login,4,4,00:00:17,0,0.00%,0.00%,$0.00
/doku.php?id=devtome_writers&do=profile,4,2,00:00:40,0,0.00%,0.00%,$0.00
/doku.php?id=dickie_august_baseball_player_chapter_1_-_martha_returns&do=edit&rev=1395541994,4,1,00:00:29,0,0.00%,0.00%,$0.00
/doku.php?id=dickie_august_baseball_player_chapter_14_-_how_can_it_be&do=edit&rev=1396743853,4,1,00:00:13,0,0.00%,0.00%,$0.00
/doku.php?id=dickie_august_baseball_player_chapter_2_-_playoff_push&do=edit&rev=1395608175,4,1,00:00:15,0,0.00%,0.00%,$0.00
/doku.php?id=dickie_august_baseball_player_chapter_3_-_not_so_fast&do=edit&rev=1395615988,4,1,00:00:15,0,0.00%,0.00%,$0.00
/doku.php?id=dickie_august_baseball_player_chapter_6_-_how_did_i_get_here&do=edit&rev=1395778241,4,1,00:00:13,0,0.00%,0.00%,$0.00
/doku.php?id=digitalocean,4,4,00:00:00,4,100.00%,100.00%,$0.00
/doku.php?id=disabled_but_happy,4,2,00:00:03,0,0.00%,25.00%,$0.00
/doku.php?id=dog_poo&do=edit&rev=1395596411,4,2,00:00:30,0,0.00%,0.00%,$0.00
/doku.php?id=doing_what_i_love,4,4,00:02:21,0,0.00%,0.00%,$0.00
/doku.php?id=dont_burn_out,4,4,00:06:23,2,0.00%,50.00%,$0.00
/doku.php?id=dont_keep_all_your_eggs_in_one_basket,4,4,00:05:31,2,100.00%,50.00%,$0.00
/doku.php?id=down_neck_s01e07_the_sopranos,4,2,00:00:03,0,0.00%,25.00%,$0.00
/doku.php?id=dr.mundo_support_guide,4,3,00:01:27,2,100.00%,75.00%,$0.00
/doku.php?id=dvc_btc_exchange_-_episode_1_-_installing_the_software_stack,4,4,00:00:08,2,100.00%,75.00%,$0.00
/doku.php?id=e_coli_translation_factor_if3,4,3,00:04:05,3,66.67%,75.00%,$0.00
/doku.php?id=eammy:touhou_series,4,2,00:05:42,0,0.00%,0.00%,$0.00
/doku.php?id=earn_devcoins_by_writing&do=edit&rev=1394584841,4,3,00:00:10,0,0.00%,25.00%,$0.00
/doku.php?id=easter,4,4,00:00:00,4,100.00%,100.00%,$0.00
/doku.php?id=effect_of_silk_road_shutdown_on_bitcoins,4,2,00:02:55,0,0.00%,25.00%,$0.00
/doku.php?id=effective_ways_of_choosing_weight_loss_program&do=revisions,4,1,00:00:24,0,0.00%,0.00%,$0.00
/doku.php?id=enst_201,4,2,00:00:18,0,0.00%,0.00%,$0.00
/doku.php?id=entheogens,4,3,00:00:13,0,0.00%,25.00%,$0.00
/doku.php?id=environmental_pollution_an_incurable_disease,4,1,00:00:09,1,0.00%,25.00%,$0.00
/doku.php?id=eschatalogy_history_early_church&do=resendpwd,4,4,00:00:10,0,0.00%,75.00%,$0.00
/doku.php?id=eschatology_in_the_early_church_wiki:eschatalogy_history_early_church&rev=0&mddo=cite,4,4,00:00:00,0,0.00%,100.00%,$0.00
/doku.php?id=eschatology_in_the_early_church_wiki:eschatalogy_history_early_church&rev=0&mddo=print,4,4,00:00:12,0,0.00%,75.00%,$0.00
/doku.php?id=esffgdfg&do=edit&rev=0,4,1,00:00:09,0,0.00%,0.00%,$0.00
/doku.php?id=especially_for_new_devtome_writers&do=profile,4,4,00:01:31,1,0.00%,25.00%,$0.00
/doku.php?id=euler_s_mathematical_theory_of_music,4,4,00:00:06,3,100.00%,75.00%,$0.00
/doku.php?id=example_of_linux_config,4,4,00:00:00,4,100.00%,100.00%,$0.00
/doku.php?id=excess_wealth_in_the_usa,4,3,00:00:07,0,0.00%,25.00%,$0.00
/doku.php?id=extinct_conquered_rome_s_ghosts_the_etruscans,4,4,00:00:00,1,100.00%,100.00%,$0.00
/doku.php?id=fainting,4,2,00:00:11,0,0.00%,0.00%,$0.00
/doku.php?id=fender_-_the_legacy_the_man_the_guitar,4,1,00:01:10,1,0.00%,25.00%,$0.00
/doku.php?id=fgfhfghfh&do=edit&rev=0,4,1,00:00:16,0,0.00%,0.00%,$0.00
/doku.php?id=fiddlesticks_jungle_guide,4,3,00:00:11,2,100.00%,50.00%,$0.00
/doku.php?id=final_fantasy_xiv_races_elezen&s[]=base&s[]=stats,4,4,00:04:48,3,66.67%,75.00%,$0.00
/doku.php?id=fire_walk_with_me_-_review,4,2,00:00:07,0,0.00%,0.00%,$0.00
/doku.php?id=florence_-_the_city_of_legendary_artists,4,4,00:00:00,4,100.00%,100.00%,$0.00
/doku.php?id=fluoridation,4,3,00:02:04,2,100.00%,50.00%,$0.00
/doku.php?id=four_types_of_temperaments,4,3,00:00:08,0,0.00%,0.00%,$0.00
/doku.php?id=frances_ha_review,4,3,00:00:02,0,0.00%,25.00%,$0.00
/doku.php?id=free_agency_and_ethics&rev=1373816774,4,4,00:00:00,0,0.00%,100.00%,$0.00
/doku.php?id=french_fried_onions_recipes,4,2,00:00:35,0,0.00%,0.00%,$0.00
/doku.php?id=front_load_washers,4,2,00:00:36,0,0.00%,0.00%,$0.00
/doku.php?id=garen_top_guide,4,4,00:00:01,3,100.00%,75.00%,$0.00
/doku.php?id=garrys_mod_review,4,3,00:00:27,1,100.00%,25.00%,$0.00
/doku.php?id=geologic_tour_of_idaho,4,3,00:00:07,2,50.00%,50.00%,$0.00
/doku.php?id=getting_the_most_out_of_your_next_chocolate_bar,4,3,00:01:00,0,0.00%,0.00%,$0.00
/doku.php?id=gideon_v_wainwright,4,1,00:00:42,1,0.00%,25.00%,$0.00
/doku.php?id=global_marijuana_research_project,4,4,00:00:00,4,100.00%,100.00%,$0.00
/doku.php?id=globalisation_of_human_resources,4,4,00:00:14,0,0.00%,0.00%,$0.00
/doku.php?id=google_chromecast_review&do=edit&rev=1396160891,4,1,00:00:15,0,0.00%,0.00%,$0.00
/doku.php?id=government_and_the_public_sector_are_the_problem_not_the_solution,4,1,00:00:07,0,0.00%,0.00%,$0.00
/doku.php?id=green_garden_-_easy_and_helpful_idea_s_and_tips,4,3,00:00:10,0,0.00%,0.00%,$0.00
/doku.php?id=green_garden_-_healthy_and_nutritious_berries,4,2,00:00:06,0,0.00%,0.00%,$0.00
/doku.php?id=growing_sunflowers_can_be_fun,4,4,00:00:05,2,100.00%,50.00%,$0.00
/doku.php?id=growing_tomatoes,4,2,00:00:25,0,0.00%,0.00%,$0.00
/doku.php?id=hard_times_analysis,4,4,00:00:00,4,100.00%,100.00%,$0.00
/doku.php?id=haunting_at_the_doyles_residence,4,1,00:00:02,0,0.00%,0.00%,$0.00
/doku.php?id=health_beauty&do=edit&rev=0,4,1,00:01:30,0,0.00%,0.00%,$0.00
/doku.php?id=health_hazards_of_artists,4,2,00:00:32,0,0.00%,0.00%,$0.00
/doku.php?id=heartbreaking_impasse_of_a_grey_evening_final_part&do=edit&rev=1394431936,4,1,00:00:27,0,0.00%,0.00%,$0.00
/doku.php?id=heartbreaking_impasse_of_a_grey_evening&do=edit&rev=1394360193,4,3,00:00:42,1,0.00%,0.00%,$0.00
/doku.php?id=heat_your_house_for_free&do=revisions,4,3,00:00:03,0,0.00%,25.00%,$0.00
/doku.php?id=how_to_be_succesful_as_a_small_blogger&do=edit&rev=0,4,1,00:00:40,0,0.00%,0.00%,$0.00
/doku.php?id=how_to_build_a_computer,4,4,00:00:10,1,100.00%,75.00%,$0.00
/doku.php?id=how_to_divert_negativity,4,4,00:01:11,3,100.00%,75.00%,$0.00
/doku.php?id=how_to_handle_grade_stress,4,2,00:00:20,0,0.00%,0.00%,$0.00
/doku.php?id=how_to_help_your_child_like_church,4,2,00:00:15,0,0.00%,0.00%,$0.00
/doku.php?id=how_to_know_if_you_are_saved,4,2,00:00:08,0,0.00%,0.00%,$0.00
/doku.php?id=how_to_lose_weight_fast_with_kettlebell_workout_routines&do=edit&rev=0,4,1,00:01:51,0,0.00%,0.00%,$0.00
/doku.php?id=how_to_make_money,4,4,00:00:26,0,0.00%,0.00%,$0.00
/doku.php?id=how_to_make_more_money,4,4,00:00:28,1,0.00%,25.00%,$0.00
/doku.php?id=how_to_manage_stress&do=edit&rev=0,4,1,00:02:20,0,0.00%,0.00%,$0.00
/doku.php?id=how_to_manage_stress&do=login,4,3,00:00:18,0,0.00%,0.00%,$0.00
/doku.php?id=how_to_setup_a_free_domain&do=edit&rev=1396040022,4,2,00:02:30,0,0.00%,0.00%,$0.00
/doku.php?id=how_to_successfully_invest_in_real-estate_investment_trusts,4,3,00:06:59,3,66.67%,75.00%,$0.00
/doku.php?id=how_to_teach_english_online&do=edit&rev=0,4,1,00:01:24,0,0.00%,0.00%,$0.00
/doku.php?id=how_to_trade_the_news_in_the_cryptocurrencies_markets,4,3,00:00:11,3,66.67%,75.00%,$0.00
/doku.php?id=hyperlipidemia,4,4,00:00:00,4,100.00%,100.00%,$0.00
/doku.php?id=i_am_not_a_knight,4,3,00:00:03,0,0.00%,25.00%,$0.00
/doku.php?id=if_nikola_tesla_had_been_a_martial_artist,4,3,00:01:36,0,0.00%,0.00%,$0.00
/doku.php?id=if_this_then_that_feeds,4,4,00:00:12,0,0.00%,25.00%,$0.00
/doku.php?id=ingress_startup_guide&do=edit&rev=1391764385,4,1,00:02:21,0,0.00%,0.00%,$0.00
/doku.php?id=intimacy_-_for_married_couples_and_singles,4,3,00:00:15,0,0.00%,50.00%,$0.00
/doku.php?id=into_the_next_network,4,4,00:02:33,2,0.00%,0.00%,$0.00
/doku.php?id=inventions_and_discoveries_of_the_1920s,4,4,00:00:08,3,100.00%,75.00%,$0.00
/doku.php?id=is_art_more_important_than_life&do=edit&rev=1395185862,4,1,00:00:16,0,0.00%,0.00%,$0.00
/doku.php?id=isabella_s01e12_the_sopranos,4,2,00:00:09,0,0.00%,25.00%,$0.00
/doku.php?id=jorge_zorreguieta_in_the_dirty_war,4,4,00:02:57,1,100.00%,25.00%,$0.00
/doku.php?id=jupiter_the_jolly_caregiver,4,4,00:00:06,3,100.00%,75.00%,$0.00
/doku.php?id=kettlebell_cardio_routines_for_a_hot_and_sexy_body,4,3,00:00:06,0,0.00%,0.00%,$0.00
/doku.php?id=kettlebell_cardio_routines_for_a_hot_and_sexy_body&do=edit&rev=0,4,1,00:01:00,0,0.00%,0.00%,$0.00
/doku.php?id=kettlebell_chest_workouts&do=edit&rev=0,4,1,00:02:13,0,0.00%,0.00%,$0.00
/doku.php?id=kingdoms_of_astonia,4,3,00:00:06,2,50.00%,25.00%,$0.00
/doku.php?id=life_is_a_balancing_act,4,2,00:00:09,0,0.00%,0.00%,$0.00
/doku.php?id=life_is_about_choices,4,3,00:00:09,0,0.00%,0.00%,$0.00
/doku.php?id=lighthouse,4,4,00:00:00,2,100.00%,100.00%,$0.00
/doku.php?id=linked_lists&do=edit&rev=0,4,1,00:00:55,0,0.00%,0.00%,$0.00
/doku.php?id=list_of_british_prime_ministers_who_are_related_to_each_other,4,4,00:00:11,3,100.00%,75.00%,$0.00
/doku.php?id=list_of_investment_instruments_available_on_ripple&do=edit&rev=0,4,1,00:01:22,0,0.00%,0.00%,$0.00
/doku.php?id=magicians,4,4,00:00:00,4,100.00%,100.00%,$0.00
/doku.php?id=maplestory,4,4,00:01:08,2,100.00%,75.00%,$0.00
/doku.php?id=masters_of_the_battlefield,4,4,00:00:08,0,0.00%,50.00%,$0.00
/doku.php?id=may_i_please_treat_my_own_illness_now&do=draft&rev=1396502025,4,1,00:01:36,0,0.00%,0.00%,$0.00
/doku.php?id=may_i_please_treat_my_own_illness_now&do=edit&rev=1396502025,4,1,00:00:49,0,0.00%,0.00%,$0.00
/doku.php?id=may_i_please_treat_my_own_illness_now&do=revisions,4,1,00:00:06,0,0.00%,0.00%,$0.00
/doku.php?id=meaning_of_the_manger,4,2,00:00:08,0,0.00%,0.00%,$0.00
/doku.php?id=medical_benefits_of_garlic,4,2,00:00:06,1,100.00%,50.00%,$0.00
/doku.php?id=melbourne_australia,4,4,00:00:03,0,0.00%,25.00%,$0.00
/doku.php?id=memory_differences_between_males_and_females,4,4,00:00:00,4,100.00%,100.00%,$0.00
/doku.php?id=men_victimized_or_women,4,4,00:00:09,0,0.00%,0.00%,$0.00
/doku.php?id=mercury_the_restless_traveler,4,4,00:00:00,4,100.00%,100.00%,$0.00
/doku.php?id=mining_difficulties_oh_my,4,4,00:02:13,2,100.00%,50.00%,$0.00
/doku.php?id=minnesota_twin_study,4,3,00:05:29,1,100.00%,25.00%,$0.00
/doku.php?id=miss_fortune_ad_carry_guide,4,2,00:00:12,1,100.00%,50.00%,$0.00
/doku.php?id=money_with_a_purpose,4,4,00:02:18,1,0.00%,25.00%,$0.00
/doku.php?id=mud,4,4,00:00:15,0,0.00%,50.00%,$0.00
/doku.php?id=my_bill_of_rights_protest&rev=1387733920&do=diff,4,4,00:00:06,2,100.00%,50.00%,$0.00
/doku.php?id=my_creation_of_electronic_music,4,2,00:01:16,0,0.00%,0.00%,$0.00
/doku.php?id=my_quest_to_be_a_good_witness,4,2,00:01:19,1,0.00%,0.00%,$0.00
/doku.php?id=national_basketball_association,4,4,00:00:43,2,100.00%,75.00%,$0.00
/doku.php?id=nationalism_in_premodern_asia,4,3,00:00:06,1,100.00%,25.00%,$0.00
/doku.php?id=native_american_education,4,4,00:00:00,4,100.00%,100.00%,$0.00
/doku.php?id=neutiquam_erro_chapter_5,4,3,00:00:05,0,0.00%,0.00%,$0.00
/doku.php?id=next_installment_in_my_next_saga,4,4,00:01:46,0,0.00%,0.00%,$0.00
/doku.php?id=nine_ways_children_differ,4,2,00:00:15,0,0.00%,25.00%,$0.00
/doku.php?id=no_chriskingmandotcom_suffering_is_not_the_treatment_for_depression&do=edit&rev=0,4,1,00:01:11,0,0.00%,0.00%,$0.00
/doku.php?id=nobody_knows_anything_s01e11_the_sopranos,4,2,00:00:03,1,100.00%,25.00%,$0.00
/doku.php?id=obesity,4,3,00:00:23,0,0.00%,50.00%,$0.00
/doku.php?id=off_to_another_good_start,4,4,00:01:07,0,0.00%,25.00%,$0.00
/doku.php?id=online_bitcoin_wallet_service_inputs.io_enables_anyone_to_send_bitcoin_instantly_securely_and_anonymously_off_the_blockchain_worldwide,4,3,00:00:20,2,50.00%,75.00%,$0.00
/doku.php?id=open_source_ecology&do=backlink,4,1,00:00:08,0,0.00%,0.00%,$0.00
/doku.php?id=open_source_home_automation_projects&do=draft&rev=1395865491,4,1,00:04:22,0,0.00%,0.00%,$0.00
/doku.php?id=os_hardware_store,4,4,00:00:08,4,75.00%,75.00%,$0.00
/doku.php?id=osvehicle&do=edit&rev=1395916619,4,1,00:01:29,0,0.00%,0.00%,$0.00
/doku.php?id=pacifism_ethics_and_crime&do=edit&rev=0,4,1,00:01:06,0,0.00%,0.00%,$0.00
/doku.php?id=paris_is_burning,4,2,00:00:04,1,100.00%,25.00%,$0.00
/doku.php?id=paris_is_my_favorite&do=edit&rev=0,4,2,00:01:10,1,0.00%,25.00%,$0.00
/doku.php?id=persona_mulholland_drive,4,2,00:00:02,0,0.00%,25.00%,$0.00
/doku.php?id=phone_companies,4,2,00:01:44,0,0.00%,25.00%,$0.00
/doku.php?id=photoshop_touch_vs._pixlr_express&do=edit&rev=0,4,1,00:00:27,0,0.00%,0.00%,$0.00
/doku.php?id=pisa_-_the_town_of_the_leaning_tower,4,3,00:00:23,3,66.67%,75.00%,$0.00
/doku.php?id=planet_rock,4,3,00:00:05,1,100.00%,50.00%,$0.00
/doku.php?id=playground:playground&do=edit&rev=1396807137,4,1,00:01:34,0,0.00%,0.00%,$0.00
/doku.php?id=ponzify_devtome&do=draft&rev=0,4,1,00:00:28,0,0.00%,0.00%,$0.00
/doku.php?id=ponzify_devtome&do=edit&rev=0,4,1,00:01:16,0,0.00%,0.00%,$0.00
/doku.php?id=ponzify_devtome&do=edit&rev=1396392254,4,1,00:00:22,0,0.00%,0.00%,$0.00
/doku.php?id=ponzify_devtome&do=edit&rev=1396468983,4,1,00:02:17,0,0.00%,0.00%,$0.00
/doku.php?id=ponzify_devtome&do=edit&rev=1396618413,4,2,00:01:44,0,0.00%,0.00%,$0.00
/doku.php?id=ponzifying_devtome_my_response&do=backlink,4,3,00:00:52,0,0.00%,0.00%,$0.00
/doku.php?id=portneuf_valley_aquifer,4,4,00:00:00,4,100.00%,100.00%,$0.00
/doku.php?id=post_harvest_management&do=edit&rev=0,4,1,00:02:33,0,0.00%,0.00%,$0.00
/doku.php?id=practical_cooking_tips_for_the_kitchen_neophyte,4,1,00:00:04,0,0.00%,0.00%,$0.00
/doku.php?id=prayer_points,4,2,00:00:10,0,0.00%,0.00%,$0.00
/doku.php?id=prayers_for_guidance,4,4,00:00:15,2,100.00%,75.00%,$0.00
/doku.php?id=prescription_drug_malpractice,4,2,00:00:06,0,0.00%,0.00%,$0.00
/doku.php?id=prescription_for_personal_power&do=revisions,4,2,00:00:13,0,0.00%,0.00%,$0.00
/doku.php?id=prevent_lung_cancer,4,2,00:00:42,0,0.00%,0.00%,$0.00
/doku.php?id=princess_madeleine,4,4,00:00:29,2,100.00%,50.00%,$0.00
/doku.php?id=protein_microarrays,4,2,00:00:13,0,0.00%,0.00%,$0.00
/doku.php?id=putting_satan_in_his_place,4,2,00:00:20,0,0.00%,0.00%,$0.00
/doku.php?id=questionable_advice_for_a_happy_life,4,2,00:03:50,0,0.00%,0.00%,$0.00
/doku.php?id=raising_finance,4,4,00:00:00,4,100.00%,100.00%,$0.00
/doku.php?id=raising_motivated_kids_inspiring_enthusiasm_for_a_great_start_in_life_book_review,4,4,00:00:18,3,100.00%,75.00%,$0.00
/doku.php?id=rating,4,4,00:00:06,0,0.00%,0.00%,$0.00
/doku.php?id=rating_fheenix_28,4,4,00:00:17,0,0.00%,0.00%,$0.00
/doku.php?id=rating_papacrusher_34&do=edit&rev=1396646161,4,2,00:00:25,0,0.00%,0.00%,$0.00
/doku.php?id=reach&do=revisions,4,2,00:00:04,0,0.00%,25.00%,$0.00
/doku.php?id=reno_court_of_inquiry_day12,4,4,00:00:12,0,0.00%,50.00%,$0.00
/doku.php?id=reno_court_of_inquiry_day3,4,4,00:00:00,0,0.00%,100.00%,$0.00
/doku.php?id=reno_court_of_inquiry_day7,4,4,00:00:04,0,0.00%,75.00%,$0.00
/doku.php?id=reno_court_of_inquiry_part_two,4,4,00:01:49,1,100.00%,25.00%,$0.00
/doku.php?id=researchgate_compared_to_devtome&do=edit&rev=1396372372,4,1,00:01:29,0,0.00%,0.00%,$0.00
/doku.php?id=reverse_mortgage_for_seniors&do=edit&rev=1393292715,4,2,00:00:25,0,0.00%,0.00%,$0.00
/doku.php?id=richard_strauss_salome,4,2,00:00:02,0,0.00%,25.00%,$0.00
/doku.php?id=rid_of_me_review,4,3,00:00:04,1,100.00%,50.00%,$0.00
/doku.php?id=rize,4,2,00:00:02,1,100.00%,25.00%,$0.00
/doku.php?id=romanslavetrading,4,4,00:00:00,4,100.00%,100.00%,$0.00
/doku.php?id=romanticism_realism,4,3,00:04:24,3,66.67%,75.00%,$0.00
/doku.php?id=running_an_esl_debating_class,4,4,00:00:09,3,100.00%,75.00%,$0.00
/doku.php?id=russian_kettlebell_training,4,3,00:00:04,0,0.00%,0.00%,$0.00
/doku.php?id=rust_game,4,2,00:00:18,1,100.00%,25.00%,$0.00
/doku.php?id=salads_of_summer,4,2,00:00:06,0,0.00%,0.00%,$0.00
/doku.php?id=school_safety_investigator_ex_cop_threatened_with_arrest_for_seeking_answers_to_sandy_hook_mysteries&do=edit&rev=1394912566,4,1,00:01:05,0,0.00%,25.00%,$0.00
/doku.php?id=scrypt_altcoin_cloning_guide&rev=1392592292&do=diff,4,3,00:03:39,0,0.00%,0.00%,$0.00
/doku.php?id=scrypt_altcoin_cloning_guide&s[]=clone,4,3,00:00:04,1,100.00%,25.00%,$0.00
/doku.php?id=sdgfdfgghf&do=edit&rev=0,4,1,00:00:42,0,0.00%,0.00%,$0.00
/doku.php?id=seattle_fish_co,4,2,00:01:30,2,0.00%,25.00%,$0.00
/doku.php?id=secrets_to_travel_chichicastenango,4,2,00:00:56,1,100.00%,25.00%,$0.00
/doku.php?id=selfish_vs._focused&do=edit&rev=0,4,1,00:00:15,0,0.00%,0.00%,$0.00
/doku.php?id=sha256_altcoin_cloning_guide&s[]=scrypt&s[]=altcoin&s[]=cloning&s[]=guide,4,4,00:00:01,2,100.00%,75.00%,$0.00
/doku.php?id=si_-_nothing_but_a_thing,4,2,00:01:15,0,0.00%,0.00%,$0.00
/doku.php?id=siddhartha_notes,4,4,00:00:00,4,100.00%,100.00%,$0.00
/doku.php?id=signs_of_diabetes_diabetes_cure_and_everything_about_diabetes,4,4,00:06:50,0,0.00%,25.00%,$0.00
/doku.php?id=skin_deep,4,4,00:01:03,0,0.00%,0.00%,$0.00
/doku.php?id=small_business_seo,4,2,00:00:11,0,0.00%,0.00%,$0.00
/doku.php?id=smallpox,4,3,00:00:07,1,100.00%,50.00%,$0.00
/doku.php?id=smart_new_year_resolutions,4,2,00:00:12,0,0.00%,0.00%,$0.00
/doku.php?id=snoring_solutions,4,2,00:00:08,0,0.00%,25.00%,$0.00
/doku.php?id=sochi_olympics_or_extreme_games,4,4,00:00:05,0,0.00%,0.00%,$0.00
/doku.php?id=some_things_i_know_about_evangelism,4,3,00:00:11,0,0.00%,50.00%,$0.00
/doku.php?id=south_korean_business_practices,4,4,00:00:00,4,100.00%,100.00%,$0.00
/doku.php?id=soybeans_-_the_complete_food,4,2,00:00:07,0,0.00%,0.00%,$0.00
/doku.php?id=spelunky_guide_-_passive_item_list,4,4,00:00:00,4,100.00%,100.00%,$0.00
/doku.php?id=spelunky_guide_-_the_temple,4,4,00:00:00,4,100.00%,100.00%,$0.00
/doku.php?id=spleen,4,3,00:00:06,2,100.00%,50.00%,$0.00
/doku.php?id=stare_decisis,4,1,00:01:18,0,0.00%,0.00%,$0.00
/doku.php?id=start&do=edit&rev=1395125219,4,1,00:00:34,0,0.00%,0.00%,$0.00
/doku.php?id=start&do=edit&rev=1396123505,4,1,00:00:11,0,0.00%,0.00%,$0.00
/doku.php?id=start&do=edit&rev=1396549329,4,1,00:00:22,0,0.00%,0.00%,$0.00
/doku.php?id=start&do=edit&rev=1396719179,4,1,00:00:34,0,0.00%,0.00%,$0.00
/doku.php?id=start&idx=investing_with_crypto_coins,4,2,00:00:31,0,0.00%,0.00%,$0.00
/doku.php?id=start&idx=rabies,4,2,00:00:28,0,0.00%,0.00%,$0.00
/doku.php?id=start&image=250px-view_from_the_window_at_le_gras_joseph_nicephore_niepce.jpg&ns=&tab_details=view&do=media,4,4,00:00:13,2,0.00%,0.00%,$0.00
/doku.php?id=start&ns=melodiem&tab_files=files&do=media&tab_details=view&image=melodiem:angelprtctd.jpg,4,2,00:00:54,1,0.00%,25.00%,$0.00
/doku.php?id=start&rev=1395760664&do=diff,4,1,00:00:52,0,0.00%,0.00%,$0.00
/doku.php?id=strategies_to_maximize_your_relationships_with_your_friends,4,2,00:00:04,0,0.00%,0.00%,$0.00
